Country,Year,Exports of goods and services (% of GDP),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP),"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Unemployment with advanced education (% of total labor force with advanced education),"Unemployment with advanced education, female (% of female labor force with advanced education)","Unemployment with advanced education, male (% of male labor force with advanced education)",Unemployment with basic education (% of total labor force with basic education),"Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)_x","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Current account balance (% of GDP),External debt stocks (% of GNI),"Foreign direct investment, net inflows (% of GDP)",Gini index,"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Population growth (annual %),Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)_y",Urban population (% of total population),agr_area_harvested_avg,agr_production_avg,agr_yield_avg,agr_area_harvested_item_count,agr_production_item_count,agr_yield_item_count,agr_area_harvested_total,agr_production_total,agr_yield_total,pop_rural_population,pop_total_population___both_sexes,pop_total_population___female,pop_total_population___male,pop_urban_population,disaster_count,disaster_deaths,disaster_injured,disaster_affected,disaster_total_affected,disaster_damage_usd_thousands,disaster_aid_usd_thousands
Italy,2005,24.5118533579183,1864982261286.85,0.762410677306491,32062.723833669,24.6103208709435,1.9852929852798,49.1221742288618,33.96,57.232,20.792,20.807,30.428,30.428,25.718,6.056,7.688,4.435,9.152,12.941,7.303,10.053,6.174,7.73,27.639,21.617,24.113,-0.896244191801555,28.129121817334987,1.9711754818286,33.8,83.6,78.1,80.7829268292683,0.583653375692943,0.8,7.73,67.738,97935.86585365854,790948.2619607843,12692.936585365853,82.0,153.0,82.0,8030741.0,121015084.08,1040820.7999999999,18972670.0,58519693.0,30140553.0,28379141.0,39835813.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
Italy,2006,26.0530628243151,1958563654385.64,1.79947992234244,33537.1286994269,26.8704801353861,2.09084391012754,52.9235429597012,34.562,57.482,20.023,20.028,30.355,30.369,25.301,5.164,6.52,3.77,7.966,11.261,6.366,8.781,5.425,6.777,25.463,19.281,21.792,-1.44603855867144,28.129121817334987,2.91006549515942,33.7,84.1,78.6,81.2829268292683,0.400079310970985,0.8,6.777,67.856,94286.58536585367,701223.083006536,12570.70975609756,82.0,153.0,82.0,7731500.0,107287131.7,1030798.2,18990436.0,58754433.0,30259649.0,28494784.0,40089433.0,2.0,5.0,9.0,150.0,159.0,0.0,0.0
Italy,2007,27.2450545395013,2222524108127.65,1.46229205289291,37826.1754554823,27.5829870177519,1.82974112202403,54.8280415572531,34.719,57.44,19.499,19.503,29.371,29.381,24.541,4.401,5.617,3.131,7.256,10.229,5.829,7.845,4.881,6.076,23.33,18.39,20.384,-1.35566295251184,28.129121817334987,2.9684958153757,32.9,84.2,78.8,81.4341463414634,0.608396959196212,0.8,6.076,67.974,93956.78048780488,689959.1069281045,12500.69756097561,82.0,153.0,82.0,7704456.0,105563743.36,1025057.2,18995609.0,59108720.0,30446706.0,28662014.0,40317902.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Italy,2008,26.7427615964483,2417508414187.19,-1.02313851177097,40828.5795580937,27.4714932992188,3.34783258401022,54.2142548956671,35.133,57.012,19.233,19.233,28.999,29.006,24.221,4.545,5.739,3.247,8.351,11.563,6.797,8.5,5.497,6.723,24.654,18.866,21.217,-2.68669173430211,28.129121817334987,-0.393031898243064,33.8,84.2,78.9,81.4853658536585,0.771291301351719,0.9,6.723,68.092,93980.96385542168,688175.319025974,12566.15421686747,83.0,154.0,83.0,7800420.0,105978999.13,1042990.8,18985986.0,59561684.0,30686735.0,28874948.0,40516399.0,3.0,9.0,0.0,300.0,300.0,278000.0,0.0
Italy,2009,22.2771595955525,2209484319012.65,-5.30515401233991,37099.6133958219,22.8643169766079,0.774768131387381,45.1414765721604,34.449,55.487,16.919,16.918,25.943,25.949,21.531,5.435,6.7,4.028,9.364,12.078,8.044,9.227,6.727,7.749,28.525,23.226,25.352,-1.77411764067094,28.129121817334987,0.751632233908177,33.8,84.3,79.1,81.6365853658537,0.579748620940622,1.1,7.749,68.209,88024.1686746988,668626.2120779221,12547.022891566265,83.0,154.0,83.0,7306006.0,102968436.66,1041402.9,18960542.0,59904010.0,30870356.0,29033655.0,40681311.0,4.0,340.0,2140.0,0.0,77140.0,2635000.0,0.0
Italy,2010,24.9186514223879,2144936254535.0,1.52910573247101,35856.8625485539,26.743460391446,1.52551602118248,51.6621118138339,34.244,54.549,16.322,16.32,23.989,23.995,20.244,5.679,6.857,4.373,10.219,12.308,9.211,9.601,7.5,8.363,29.404,26.905,27.91,-3.24412215335914,28.129121817334987,0.462974196548407,34.7,84.7,79.5,82.0365853658537,0.442226157086815,1.4,8.363,68.327,88759.4756097561,677139.6739735099,12321.319277108434,82.0,151.0,83.0,7278277.0,102248090.77,1022669.5,18918497.0,60164213.0,31015382.0,29148832.0,40811310.0,2.0,3.0,5.0,31100.0,31105.0,872000.0,0.0
Italy,2011,26.5629866543354,2306974020278.21,0.695463154440176,38432.3742820019,27.9092282905933,2.78063272879323,54.4722149449288,34.434,54.137,15.484,15.476,22.756,22.755,19.207,5.382,6.625,3.998,10.526,12.657,9.498,9.546,7.521,8.359,32.063,27.115,29.145,-2.74163808728921,28.129121817334987,1.49396922230512,35.1,84.8,79.7,82.1878048780488,0.346167211080488,1.3,8.359,68.444,86663.70731707317,676944.0559602649,12462.307228915663,82.0,151.0,83.0,7106424.0,102218552.45,1034371.5,18858134.0,60367880.0,31126900.0,29240980.0,40901795.0,3.0,26.0,0.0,0.0,0.0,545000.0,0.0
Italy,2012,27.9851870768453,2097929495121.68,-3.12523877282996,34854.3949441965,26.8993081933752,3.04136333226775,54.8844952702204,34.711,53.262,14.988,14.977,21.793,21.79,18.476,6.651,7.837,5.29,13.551,15.776,12.434,11.829,9.806,10.655,37.539,33.737,35.294,-0.215238993496647,28.129121817334987,0.0016635941816028,35.2,84.8,79.8,82.2390243902439,0.273513088134657,1.4,10.655,68.684,84795.4756097561,641285.0431125828,12546.471084337349,82.0,151.0,83.0,6953229.0,96834041.51,1041357.1,18706111.0,60531515.0,31201065.0,29330450.0,41027723.0,5.0,75.0,400.0,31000.0,45400.0,17137601.0,0.0
Italy,2013,28.177442406394,2153225581941.46,-1.81802510749792,35701.6746002376,25.8567422253559,1.21999342274306,54.0341846317499,34.184,51.724,13.707,13.7,18.718,18.714,16.279,7.298,8.682,5.702,15.775,17.184,15.059,13.069,11.478,12.149,41.428,39.004,40.022,1.03825599780866,28.129121817334987,0.907076904789882,34.9,85.2,80.3,82.690243902439,0.199772918304074,1.6,12.149,68.979,85581.63414634146,644529.2907333333,12587.022891566265,82.0,150.0,83.0,7017694.0,96679393.61,1044722.9,18509653.0,60653868.0,31246277.0,29407591.0,41158347.0,1.0,18.0,0.0,2700.0,2700.0,780000.0,0.0
Italy,2014,28.6224027363532,2173255507985.84,-0.0013876173045446,36028.3494022349,25.83212719685,0.241047429826756,54.4545299332032,34.262,51.521,12.778,12.776,18.2,18.196,15.564,7.824,9.192,6.25,16.43,18.581,15.329,13.799,11.862,12.683,44.646,41.277,42.669,1.70979552518119,28.129121817334987,0.783743281747353,34.7,85.6,80.7,83.090243902439,0.0150772197985246,1.4,12.683,69.272,85135.43902439025,649504.1984768212,12904.730120481929,82.0,151.0,83.0,6981106.0,98075133.97,1071092.6,18309186.0,60664171.0,31238188.0,29425983.0,41276482.0,5.0,15.0,1.0,8690.0,9691.0,1087000.0,0.0
Italy,2015,29.144111052532,1845428048839.1,0.885667635240807,30639.8829751432,26.2915747622901,0.0387903996579733,55.4356858148221,34.391,51.961,12.443,12.442,18.64,18.638,15.633,7.098,8.496,5.477,15.437,16.809,14.75,12.695,11.316,11.896,42.606,38.779,40.316,1.23326652485505,28.129121817334987,0.720886367724088,35.4,84.9,80.3,82.5439024390244,-0.151143561276007,2.1,11.896,69.565,84248.46341463414,655677.148486842,13075.42530120482,82.0,152.0,83.0,6908374.0,99662926.57,1085260.3,18110394.0,60575316.0,31172302.0,29403014.0,41393818.0,3.0,7.0,0.0,550.0,550.0,1143000.0,0.0
Italy,2016,28.7987488919157,1887111188176.93,1.23622108511661,31391.5692898108,25.6333978099156,-0.09401665691575,54.4321467018313,34.95,52.537,13.739,13.738,19.211,19.209,16.568,6.749,8.03,5.234,15.476,17.289,14.563,12.776,10.892,11.688,39.618,36.451,37.758,2.46140246001819,28.129121817334987,1.35957350873308,35.2,85.6,81.0,83.2439024390244,-0.190090486385849,1.8,11.688,69.855,82561.14457831325,656377.3782236842,13276.400000000001,83.0,152.0,84.0,6852575.0,99769361.49,1115217.6,17914936.0,60478108.0,31086497.0,29391610.0,41515002.0,4.0,298.0,444.0,30129.0,30573.0,5500000.0,0.0
Italy,2017,30.1398859152774,1970720904584.71,1.60369995294101,32844.115660604,27.4431081122137,1.22653316645812,57.5829940274911,35.551,52.964,13.866,13.871,20.091,20.085,17.105,6.372,7.46,5.025,15.356,17.848,14.102,12.39,10.342,11.211,37.309,32.968,34.726,2.47968309636806,28.129121817334987,0.44334154868577,35.9,85.2,80.8,82.9463414634147,-0.188100912559894,1.5,11.211,70.144,81602.84337349398,629190.3671895425,12736.07261904762,83.0,153.0,84.0,6773036.0,96266126.18,1069830.1,17722588.0,60390318.0,30996639.0,29393679.0,41637312.0,6.0,45.0,53.0,4600.0,4653.0,2662500.0,0.0
Italy,2018,30.8135072735991,2099435266458.67,0.826646712344115,34904.1081923834,28.4614762392164,1.13748763600391,59.2749835128154,35.937,53.321,14.277,14.281,20.848,20.842,17.71,5.921,7.024,4.572,14.475,17.185,13.098,11.778,9.749,10.61,34.838,30.383,32.168,2.57144669559437,28.129121817334987,2.10769610409513,35.2,85.6,81.2,83.3463414634146,0.243703643127712,1.7,10.61,70.438,85408.30263157895,764554.1728571429,14616.08888888889,76.0,126.0,63.0,6491031.0,96333825.78,920813.6,17527870.0,60277499.0,30898339.0,29379159.0,41763099.0,4.0,23.0,28.0,2523.0,2551.0,1215000.0,0.0
Italy,2019,30.9498739181942,2019606796583.53,0.429162533780342,33812.788724868,27.7443163412796,0.611246943765304,58.6941902594738,36.346,53.516,15.148,15.151,21.551,21.551,18.494,5.704,6.568,4.644,13.676,16.373,12.313,11.103,9.097,9.951,31.225,27.753,29.152,3.23388196417885,28.129121817334987,1.77066894209208,34.6,85.7,81.4,83.4975609756098,-0.700011055973408,1.0,9.951,70.736,84837.36842105263,744931.7581249999,14313.30606060606,76.0,128.0,66.0,6447640.0,95351265.03999999,944678.2,17329180.0,60130136.0,30803652.0,29326484.0,41887345.0,6.0,7.0,0.0,1742.0,1742.0,0.0,0.0
Italy,2020,28.7258551870199,1907481094079.23,-8.86822122185345,32091.4866621366,25.2136287172564,-0.13770757391651,53.9394839042764,35.483,52.734,12.812,12.814,20.526,20.531,16.837,5.331,6.213,4.263,12.657,15.012,11.505,10.197,8.408,9.164,31.791,27.938,29.39,3.9369545603398,28.129121817334987,-0.893869914296467,35.2,84.5,80.0,82.1951219512195,-0.487095091717782,0.9,9.164,71.039,83065.71428571429,767768.732,14002.775000000001,77.0,125.0,72.0,6396060.0,95971091.5,1008199.8,17125372.0,59912769.0,30683163.0,29229606.0,42006701.0,7.0,14.0,24.0,12040.0,12064.0,130000.0,0.0
Italy,2021,31.1716088630092,2179207773596.09,8.93106210800055,36852.5425414951,29.1303687572707,1.87378325762481,60.3019776202798,35.644,52.571,13.52,13.524,21.265,21.265,17.553,5.049,5.665,4.276,13.229,16.101,11.844,10.63,8.661,9.497,32.849,27.657,29.665,2.1243004153607,28.129121817334987,1.20474315612308,34.8,84.9,80.5,82.6463414634146,-0.515599998844444,0.9,9.497,71.346,83667.76315789473,680438.4182258064,13575.553424657535,76.0,124.0,73.0,6358750.0,84374363.86,991015.4,16916734.0,59729350.0,30575930.0,29153420.0,42121159.0,2.0,1.0,0.0,11600.0,11600.0,59000.0,0.0
Italy,2022,35.0991400412578,2104067630319.46,4.82117669913565,35653.9042103495,36.9173622620119,8.20128991161718,72.0165023032697,36.727,53.959,15.97,15.971,23.403,23.406,19.83,4.087,4.756,3.245,11.549,14.649,10.051,9.355,7.115,8.069,25.819,22.304,23.704,-1.72642752142058,28.129121817334987,2.94181405797187,33.7,84.8,80.7,82.7,-0.20230086688254,0.7,8.069,71.657,83726.31578947368,658190.871532258,13803.075342465754,76.0,124.0,73.0,6363200.0,81615668.07,1007624.5,16704458.999999998,59619115.0,30509575.0,29109539.0,42233014.0,5.0,18047.0,53.0,280.0,333.0,0.0,0.0
Italy,2023,33.5347636988069,2304605139862.79,0.715372500867531,39065.4244365633,32.106099775264,5.62219442195901,65.6408634740709,37.693,54.828,16.181,16.179,24.323,24.325,20.393,3.82,4.375,3.129,11.258,14.127,9.868,8.763,6.78,7.627,25.226,21.091,22.727,0.141483235698338,28.129121817334987,1.82329512104505,33.7,85.8,81.7,83.7,-0.0342216578672275,0.7,7.627,71.973,83276.75324675324,742030.0,13756.794520547945,77.0,90.0,73.0,6412310.0,66782700.0,1004246.0,16489348.000000002,59499453.0,30437000.0,29062454.0,42343688.0,7.0,12771.0,110.0,47700.0,47810.0,9850000.0,0.0
Italy,2024,32.7328584456689,2372774547793.12,0.725792380234424,40226.0472416173,30.4432306155658,0.982373023061417,63.1760890612347,38.041,55.118,16.342,16.179,24.817,24.325,20.714,3.82,4.375,3.129,11.258,14.127,9.868,7.838,5.986,6.778,24.764,19.851,21.801,1.1277967732789,28.129121817334987,0.917841215922769,33.7,85.8,81.7,83.7,-0.0126327033700514,0.7,6.778,72.292,83276.75324675324,742030.0,13756.794520547945,0.0,0.0,0.0,0.0,0.0,0.0,16489348.000000002,59499453.0,30437000.0,29062454.0,42343688.0,2.0,4.0,3.0,1000.0,1003.0,0.0,0.0
Japan,2000,10.4634942027505,4968359075956.59,2.76464755136783,39169.3595701504,9.09887738115494,-0.676578683595175,19.5623715839054,46.974,72.579,43.173,43.063,42.194,42.288,42.673,4.25,4.83,3.86,9.854019130434782,11.510895652173913,9.414960869565219,4.505,4.912,4.748,8.018,10.353,9.212,2.63045548903539,28.129121817334987,0.215124715468568,34.6,84.6,77.72,81.0760975609756,0.167275578113187,1.0,4.748,78.649,51248.34375,939889.570173913,16185.15625,64.0,115.0,64.0,3279894.0,108087300.57,1035850.0,27230218.0,127027789.0,64550719.0,62477070.0,100303716.0,8.0,32.0,381.0,576090.0,576783.0,9990000.0,0.0
Japan,2001,10.0767999632844,4374711694090.87,0.386103426142029,34406.1824638092,9.48280450872269,-0.740055504162738,19.5596044720071,46.728,71.625,42.551,42.439,41.026,41.118,41.771,4.25,4.83,3.86,9.854019130434782,11.510895652173913,9.414960869565219,4.735,5.214,5.02,8.478,10.691,9.603,1.97087092323799,28.129121817334987,0.112602474486226,34.6,84.93,78.07,81.4163414634146,0.240952587521069,1.0,5.02,79.99,50608.6875,926374.6900869565,16556.5171875,64.0,115.0,64.0,3238956.0,106533089.36,1059617.1,25557575.0,127260148.0,64697039.0,62563109.0,102165938.0,6.0,25.0,529.0,20746.0,21287.0,1800000.0,0.0
Japan,2002,10.8554456072287,4182846045873.61,0.0419624992862282,32820.7936433254,9.5916764589296,-0.923494026942321,20.4471220661583,45.977,70.489,41.366,41.224,40.343,40.459,40.843,4.25,4.83,3.86,9.854019130434782,11.510895652173913,9.414960869565219,5.118,5.569,5.386,8.661,11.393,10.062,2.60256520794997,28.129121817334987,0.276304070175934,34.6,85.23,78.32,81.6907317073171,0.232527187105684,1.0,5.386,81.647,50316.6875,923571.4314782609,16520.4421875,64.0,115.0,64.0,3220268.0,106210714.62,1057308.3,23473865.0,127484598.0,64842965.0,62641633.0,104428752.0,6.0,7.0,255.0,100792.0,101047.0,25500.0,0.0
Japan,2003,11.4658015766594,4519561645253.53,1.53512549946694,35387.0374203599,9.86032369115249,-0.256541816316025,21.3261252678119,45.805,69.945,40.665,40.533,39.643,39.756,40.142,4.17,4.49,3.89,9.854019130434782,11.510895652173913,9.414960869565219,4.885,5.501,5.251,8.634,11.678,10.199,3.08393890811207,28.129121817334987,0.194079344432153,34.6,85.33,78.36,81.76,0.213980948779682,1.0,5.251,83.196,45119.92957746479,852209.4905737705,15381.715492957746,71.0,122.0,71.0,3203515.0,103969557.85,1092101.8,21520729.0,127671251.0,64972061.0,62699190.0,106547065.0,6.0,46.0,1672.0,22593.0,24484.0,1319000.0,0.0
Japan,2004,12.7862646247862,4893116005656.56,2.18611569439318,38298.9801712303,10.8780887981112,-0.0085733882031027,23.6643534228975,46.035,69.685,40.922,40.789,38.703,38.813,39.786,3.825,4.24,3.51,9.854019130434782,11.510895652173913,9.414960869565219,4.418,4.953,4.734,8.046,11.059,9.573,3.71938350458584,28.129121817334987,0.153847735604894,34.6,85.59,78.64,82.030243902439,0.0336622582725446,1.0,4.734,84.64,45084.59154929577,856342.0149586777,15337.952112676057,71.0,121.0,71.0,3201006.0,103617383.81,1088994.6,19693113.0,127815774.0,65081092.0,62734682.0,108520519.0,12.0,271.0,4973.0,410846.0,421619.0,45093500.0,49.0
Japan,2005,13.8158957221159,4831467035389.8,1.80390087215821,37812.8950199948,12.4140588557406,-0.282946068764391,26.2299545778565,46.249,69.83,41.803,41.681,39.573,39.669,40.661,3.48,3.99,3.13,9.854019130434782,11.510895652173913,9.414960869565219,4.216,4.606,4.446,7.337,10.041,8.705,3.52114065640567,28.129121817334987,0.113001254131506,34.6,85.52,78.56,81.9551219512195,0.0093920965576633,1.0,4.446,85.978,44967.281690140844,857405.9625619835,15585.260563380281,71.0,121.0,71.0,3192677.0,103746121.47,1106553.5,17995058.0,127913331.0,65169332.0,62743999.0,110340709.0,6.0,136.0,1947.0,276427.0,278374.0,1433000.0,0.0
Japan,2006,15.6573740466117,4601663122649.92,1.3723501275831,35991.546002862,14.3590020520575,0.249355116079085,30.0163760986692,46.502,69.905,42.18,42.071,40.157,40.245,41.144,3.34,3.27,3.38,9.854019130434782,11.510895652173913,9.414960869565219,3.924,4.379,4.192,7.317,9.266,8.301,3.79586172862876,28.129121817334987,-0.0520879011005219,34.6,85.81,79.0,82.3219512195122,0.0633735894181335,1.0,4.192,87.118,44433.50704225352,843388.8580991735,15716.292857142857,71.0,121.0,70.0,3154779.0,102050051.83,1100140.5,16545175.0,127997247.0,65249425.0,62747822.0,111887819.0,5.0,62.0,747.0,22587.0,23433.0,2500000.0,0.0
Japan,2007,17.2891273707229,4579750920354.81,1.48396941157472,35779.0245416427,15.5274506811561,0.060039454498669,32.816578051879,46.566,70.173,41.498,41.41,40.851,40.932,41.167,3.22,3.46,3.05,9.854019130434782,11.510895652173913,9.414960869565219,3.766,3.974,3.888,7.338,8.38,7.871,4.62330048259255,28.129121817334987,0.472322726975048,34.6,85.99,79.19,82.5070731707317,0.114908847726211,1.0,3.888,88.146,43879.535211267605,865288.4342975207,16188.518309859155,71.0,121.0,71.0,3115447.0,104699900.55,1149384.8,15233582.0,128087682.0,65328438.0,62759244.0,113271669.0,8.0,87.0,4465.0,64089.0,109222.0,13810000.0,0.0
Japan,2008,17.2355433764071,5106679115127.3,-1.22428900061713,39876.3039685725,16.8939331648175,1.3800788616492,34.1294765412245,46.496,69.646,41.876,41.788,40.549,40.625,41.197,3.22,3.51,3.01,9.854019130434782,11.510895652173913,9.414960869565219,3.854,4.106,4.002,6.726,7.886,7.314,2.78294234789655,28.129121817334987,0.482208589465112,34.6,86.05,79.29,82.5875609756098,0.0484253945978966,1.0,4.002,89.103,43327.704225352114,859487.0292561983,16489.454929577467,71.0,121.0,71.0,3076267.0,103997930.53999999,1170751.3,14008192.0,128155990.0,65396985.0,62759005.0,114542316.0,4.0,76.0,651.0,50270.0,50921.0,277000.0,0.0
Japan,2009,12.41956574798,5289493117993.89,-5.69323635892741,41308.9968370512,11.9706007858756,-1.35283672951719,24.3901665338555,46.122,68.167,41.236,41.173,37.907,37.957,39.533,3.88,4.01,3.73,9.854019130434782,11.510895652173913,9.414960869565219,4.783,5.271,5.068,8.24,10.186,9.205,2.75409583494435,28.129121817334987,0.231146374633737,33.0,86.44,79.59,82.9314634146342,-0.0124946312294096,0.9,5.068,89.989,43163.971830985916,835860.6107438017,15930.198591549297,71.0,121.0,71.0,3064642.0,101139133.9,1131044.1,12870195.0,128192470.0,65449717.0,62742752.0,115696464.0,6.0,77.0,438.0,32400.0,32838.0,1400000.0,0.0
Japan,2010,14.9185034496428,5759071769013.11,4.09791791943181,44968.1562349739,13.5799692441961,-0.728243207517779,28.4984726938389,46.115,67.588,40.394,40.344,37.584,37.638,38.956,3.99,3.93,4.03,9.854019130434782,11.510895652173913,9.414960869565219,4.603,5.46,5.102,8.09,10.823,9.46,3.83547896264376,28.129121817334987,0.12920448958805,31.5,86.3,79.55,82.8426829268293,0.0179605415195644,0.7,5.102,90.812,43830.47142857143,816824.4084297521,15173.711267605633,70.0,121.0,71.0,3068133.0,98835753.42,1077333.5,11810839.0,128185275.0,65479177.0,62706099.0,116741034.0,2.0,180.0,0.0,15000.0,15000.0,0.0,0.0
Japan,2011,14.7744622613499,6233147172341.35,0.0238095237995424,48760.0789494211,15.4204984672798,-0.27245561610124,30.1949607286296,46.095,67.646,40.527,40.492,37.698,37.732,39.08,3.74,3.715,3.755,9.854019130434782,11.510895652173913,9.414960869565219,4.148,4.839,4.55,7.249,9.405,8.325,2.07915328846556,28.129121817334987,-0.0136482744839263,33.0,85.9,79.44,82.5912195121951,-0.185226486410846,0.5,4.55,91.069,43208.95714285714,807576.4560330579,15158.263380281689,70.0,121.0,71.0,3024627.0,97716751.18,1076236.7,11476384.0,128096432.0,65454816.0,62641616.0,117029015.0,7.0,19976.0,28428.0,366187.0,394615.0,212520000.0,735797.0
Japan,2012,14.4147746129824,6272362996105.03,1.37475099905274,49145.2804308193,16.0561363041928,-0.0440645104432602,30.4709109171752,46.083,67.43,38.857,38.846,37.343,37.355,38.082,3.49,3.5,3.48,9.854019130434782,11.510895652173913,9.414960869565219,4.051,4.58,4.358,7.517,8.938,8.236,0.95844261141204,28.129121817334987,0.0087202015018961,32.5,86.41,79.94,83.0960975609756,-0.159710675844347,1.5,4.358,91.148,43132.44285714286,817320.5895041322,15140.60281690141,70.0,121.0,71.0,3019271.0,98895791.33,1074982.8,11368012.0,127928285.0,65379503.0,62548782.0,117058372.0,7.0,173.0,2602.0,99686.0,102288.0,1702400.0,0.0
Japan,2013,15.7841567318773,5212328181166.18,2.00510017681211,40898.6478964744,18.1946119190738,0.335037912184741,33.9787686509511,46.944,67.369,40.908,40.888,38.31,38.321,39.578,3.4,3.33,3.45,9.854019130434782,11.510895652173913,9.414960869565219,3.683,4.299,4.038,5.927,7.69,6.809,0.889785415808863,28.129121817334987,0.204293384186424,31.5,86.61,80.21,83.3319512195122,-0.144271883387076,1.0,4.038,91.226,43008.92857142857,820790.4893388429,15241.094366197183,70.0,121.0,71.0,3010625.0,99315649.21,1082117.7,11257825.0,127723645.0,65285760.0,62437886.0,117055095.0,10.0,400.0,55935.0,75093.0,131028.0,222200.0,0.0
Japan,2014,17.4186553484795,4896994405353.29,0.296205514141889,38475.3952461838,20.0127792201784,2.75922671353253,37.4314345686579,47.52,67.701,41.156,41.15,39.39,39.398,40.251,3.06,2.98,3.115,9.854019130434782,11.510895652173913,9.414960869565219,3.367,3.754,3.589,5.625,6.959,6.299,0.742322049627638,28.129121817334987,0.403354543401037,31.3,86.83,80.5,83.5878048780488,-0.132694222147042,0.7,3.589,91.304,42807.6,819013.8296694215,15462.822535211266,70.0,121.0,71.0,2996532.0,99100673.39,1097860.4,11145296.0,127486605.0,65175094.0,62311510.0,117017577.0,13.0,301.0,21994.0,38931.0,61075.0,6681000.0,0.0
Japan,2015,17.4367598376529,4444930651964.18,1.56062669680782,34960.6393843385,17.990648516827,0.795279630579839,35.4274083544798,47.883,67.678,40.902,40.911,40.255,40.251,40.57,2.72,2.63,2.78,9.854019130434782,11.510895652173913,9.414960869565219,3.09,3.605,3.385,5.072,5.852,5.471,3.0702796590698,28.129121817334987,0.118161987748241,30.7,86.99,80.75,83.7939024390244,-0.106124993746747,0.4,3.385,91.381,42502.58571428571,822055.2238016529,15399.045070422535,70.0,121.0,71.0,2975181.0,99468682.08,1093332.2,11030530.0,127275872.0,65071433.0,62204439.0,116944428.0,9.0,71.0,15118.0,105828.0,120946.0,1630200.0,0.0
Japan,2016,16.0579692360598,5003677627544.24,0.753826745789127,39375.4731620781,15.2522776095286,-0.127258844489754,31.3102468455884,48.785,68.003,42.912,42.919,42.12,42.118,42.506,2.59,2.55,2.69,9.854019130434782,11.510895652173913,9.414960869565219,2.835,3.357,3.132,4.498,5.715,5.12,3.93809128404804,28.129121817334987,0.818481615264516,31.8,87.14,80.98,83.9848780487805,-0.0511374152133631,0.7,3.132,91.457,42265.357142857145,813363.392704918,15344.940845070423,70.0,122.0,71.0,2958575.0,99230333.91,1089490.8,10913416.0,127159951.0,65013224.0,62146727.0,116835097.0,9.0,101.0,3661.0,408876.0,436528.0,58200000.0,0.0
Japan,2017,17.5914391047836,4930837369151.42,1.67533175173359,38834.0529341227,16.831774467385,0.484199796126385,34.4232135721686,49.681,68.353,43.229,43.22,41.883,41.891,42.539,2.32,2.32,2.31,9.854019130434782,11.510895652173913,9.414960869565219,2.645,2.958,2.822,4.4,4.817,4.611,4.12036966283801,28.129121817334987,0.381319638034274,31.8,87.26,81.09,84.099756097561,-0.081874296046114,0.6,2.822,91.535,41981.014285714286,821808.3705737705,15494.570422535211,70.0,122.0,71.0,2938671.0,100260621.21,1100114.5,10791174.0,127064690.0,64969707.0,62094983.0,116693276.0,4.0,49.0,351.0,44148.0,44799.0,2202000.0,0.0
Japan,2018,18.3149455985223,5040880939324.86,0.643391023533141,39751.1330982711,18.2949862035848,0.989094598021848,36.609931802107,51.199,69.199,46.599,46.619,44.753,44.746,45.653,2.3,2.51,2.12,9.854019130434782,11.510895652173913,9.414960869565219,2.232,2.651,2.467,3.182,4.145,3.668,3.51661817468288,28.129121817334987,0.501685482403774,32.9,87.32,81.25,84.2109756097561,-0.126880068088791,1.0,2.467,91.616,41720.014285714286,809896.418699187,15217.69014084507,70.0,123.0,71.0,2920401.0,99617259.5,1080456.0,10663807.0,126913432.0,64897017.0,62016416.0,116521525.0,7.0,435.0,50999.0,1551398.0,1602397.0,31000000.0,0.0
