Country,Year,Exports of goods and services (% of GDP),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP),"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Unemployment with advanced education (% of total labor force with advanced education),"Unemployment with advanced education, female (% of female labor force with advanced education)","Unemployment with advanced education, male (% of male labor force with advanced education)",Unemployment with basic education (% of total labor force with basic education),"Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)_x","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Current account balance (% of GDP),External debt stocks (% of GNI),"Foreign direct investment, net inflows (% of GDP)",Gini index,"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Population growth (annual %),Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)_y",Urban population (% of total population),agr_area_harvested_avg,agr_production_avg,agr_yield_avg,agr_area_harvested_item_count,agr_production_item_count,agr_yield_item_count,agr_area_harvested_total,agr_production_total,agr_yield_total,pop_rural_population,pop_total_population___both_sexes,pop_total_population___female,pop_total_population___male,pop_urban_population,disaster_count,disaster_deaths,disaster_injured,disaster_affected,disaster_total_affected,disaster_damage_usd_thousands,disaster_aid_usd_thousands
Argentina,2015,10.7056520504538,594749285413.212,2.73115982828944,13679.6264980954,11.7805740385254,3.9754914090590114,22.4862260889792,43.363,66.619,23.458,23.156000000000002,37.945,38.32933333333333,30.861,3.255333333333333,3.936,2.3213333333333335,9.210333333333333,10.934,8.343666666666667,8.706,6.798,7.579,23.717,18.08,20.27,-2.96292666513534,32.2082949986265,1.97713461784426,42.05,79.795,73.367,76.6,1.04725888735726,1.2000000000000002,7.579,91.503,482657.4864864865,1542182.2663432835,10158.110666666667,74.0,134.0,75.0,35716654.0,206652423.69,761858.3,3689407.0,43477012.0,21939310.0,21537702.0,39728358.0,4.0,19.0,0.0,145633.0,145633.0,17200.0,0.0
Argentina,2016,12.5270951690009,557532320662.955,-2.08032784377811,12699.9623137756,13.5667926798789,3.9754914090590114,26.0938878488799,43.193,65.778,23.002,22.927,37.415,37.88166666666667,30.367,3.2616666666666667,3.954,2.3216666666666668,9.860666666666667,11.707,8.934333333333333,9.224,7.288,8.085,25.586,19.376,21.793,-2.70922168361454,35.1613251074643,0.584748941173009,42.3,79.131,73.044,76.105,0.968911125580978,1.3,8.085,91.627,479922.5945945946,1538267.4614814816,10172.918666666666,74.0,135.0,75.0,35514272.0,207666107.3,762968.9,3671449.0,43900313.0,22147409.0,21752905.0,40175981.0,2.0,0.0,0.0,85769.0,85769.0,1002000.0,0.0
Argentina,2017,11.3202833596733,643628393281.364,2.81850297775918,14532.5009308511,13.9693177780045,3.9754914090590114,25.2896011376779,43.145,65.102,22.696,22.698,37.092,37.434,30.053,3.268,3.972,2.322,10.511,12.48,9.525,9.485,7.544,8.347,26.947,20.22,22.843,-4.83995921807391,37.7365221801036,1.78936504083807,41.4,79.204,73.791,76.543,0.881249595012674,1.1,8.347,91.749,487921.6756756757,1608333.5574452556,9978.481333333333,74.0,137.0,75.0,36106204.0,220341697.37,748386.1,3652804.0,44288894.0,22335741.0,21953153.0,40618237.0,4.0,1.0,0.0,54443.0,54443.0,0.0,0.0
Argentina,2018,14.4366857499034,524819892360.176,-2.61739646282038,11752.7998922979,16.3258502050892,3.9754914090590114,30.7625359549926,43.955,64.656,23.476,23.566,36.255,36.598,30.008,3.64,4.201,2.881,11.082,13.153,9.988,10.563,8.246,9.22,27.869,21.12,23.845,-5.16055257152295,58.6307152401281,2.23253157689253,41.7,79.505,73.951,76.77,0.822969480473088,1.6,9.22,91.87,487361.0135135135,1452562.5966423359,10289.292,74.0,137.0,75.0,36064715.0,199001075.74,771696.9,3632997.0,44654882.0,22512096.0,22142786.0,41055867.0,5.0,2.0,0.0,64620.0,64620.0,3400000.0,0.0
Argentina,2019,17.9248783778462,447754683615.225,-2.00086100285785,9955.97478680428,14.7057366680037,3.9754914090590114,32.6306150458499,44.641,64.449,22.946,22.881,34.638,34.781,28.923,3.874,4.395,3.18,12.303,13.865,11.473,10.718,9.202,9.843,28.559,24.012,25.842,-0.779998447561848,69.5902998339522,1.48500687570697,43.3,79.439,74.163,76.847,0.710900853077743,1.7,9.843,91.991,489354.69333333336,1685350.738029197,10475.22,75.0,137.0,75.0,36701602.0,230893051.11,785641.5,3612215.0,44973465.0,22665752.0,22307714.0,41489566.0,4.0,14.0,32.0,70351.0,70383.0,0.0,0.0
Argentina,2020,16.6054144372484,385740508436.965,-9.9004848136464,8535.59938004389,13.5982843701675,3.9754914090590114,30.203698807416,40.724,58.819,18.047,17.928,27.776,28.226,23.022,4.718,4.897,4.462,14.823,17.109,13.656,12.394,10.778,11.461,35.019,27.238,30.428,0.696935361136031,73.3926445591354,1.26616924308721,42.7,78.783,72.981,75.878,0.484665636741261,2.2,11.461,92.111,504059.6,1646620.363430657,10416.713333333333,75.0,137.0,75.0,37804470.0,225586989.79,781253.5,3590542.0,45191964.0,22772480.0,22419484.0,41919857.0,2.0,3.0,0.0,3250.0,3250.0,10000.0,0.0
Argentina,2021,18.0667091690365,486564085480.036,10.4418119882506,10738.0179223384,15.0119803984295,3.9754914090590114,33.078689567466,45.309,65.23,23.128,23.106,33.346,33.512,28.356,3.426,3.429,3.421,10.395,13.535,8.843,9.852,7.915,8.736,26.688,21.008,23.373,1.36154422203441,55.9476971135758,1.36838083162438,42.4,76.86,71.113,73.948,0.265879395046274,1.4,8.736,92.229,508590.72,1652551.8183211677,10550.276,75.0,137.0,75.0,38144304.0,226399599.10999998,791270.7,3567989.0,45312281.0,22834166.0,22478115.0,42346437.0,3.0,15.0,21.0,3090.0,3111.0,0.0,0.0
Argentina,2022,16.248014443903,632790070063.124,5.26987967384072,13935.6811110049,15.2996935612041,3.9754914090590114,31.5477080051071,47.884,67.062,26.109,25.997,35.266,35.385,30.797,2.898,3.136,2.584,7.777,9.832,6.691,7.682,6.145,6.805,20.723,17.745,19.004,-0.640820188045601,42.9676924073569,2.402155349277,40.7,78.318,73.249,75.806,0.210808731072658,1.3,6.805,92.347,522770.6666666667,1665675.0506569343,10474.310666666668,75.0,137.0,75.0,39207800.0,228197481.94,785573.3,3544546.0,45407904.0,22880775.0,22527129.0,42768727.0,1.0,0.0,0.0,124085.0,124085.0,770000.0,0.0
Argentina,2023,12.7492457826544,646075277525.125,-1.61100162090189,14187.4827252965,13.8912663507893,3.9754914090590114,26.6405121334437,49.36,67.886,27.776,27.716,36.222,36.341,32.103,2.494,2.838,2.049,7.187,8.522,6.489,6.793,5.641,6.139,19.379,16.867,17.946,-3.24351254822954,42.0664911888795,3.69401868015696,42.4,79.875,74.805,77.395,0.286976121920089,1.2,6.139,92.463,485251.18666666665,1518933.401775701,10279.902666666667,75.0,107.0,75.0,36393839.0,162525873.99,770992.7,3520257.0,45538401.0,22941416.0,22596984.0,43186763.0,4.0,13.0,20.0,52800.0,52820.0,125000.0,0.0
Argentina,2024,15.3342337389676,633266692533.689,-1.71910514722377,13858.2039802008,12.8251676959106,3.9754914090590114,28.1594014348782,48.47,66.447,26.489,27.716,34.855,36.341,30.776,2.494,2.838,2.049,7.187,8.522,6.489,8.434,7.452,7.876,22.983,19.838,21.188,0.992524625340439,42.0664911888795,1.80507987944047,42.4,79.875,74.805,77.395,0.345829819817895,1.2,7.876,92.579,485251.18666666665,1518933.401775701,10279.902666666667,0.0,0.0,0.0,0.0,0.0,0.0,3520257.0,45538401.0,22941416.0,22596984.0,43186763.0,3.0,1.0,6.0,802400.0,802406.0,250000.0,0.0
Australia,2000,19.3902280759468,416167815092.908,3.9215029305806,21870.4159669594,21.5449829026037,4.45743514797224,40.9352109785505,51.303,67.56,60.771,60.765,62.611,62.597,61.708,3.65,3.41,3.9,10.25,9.6,10.81,6.07,6.459,6.288,11.224,12.875,12.084,-3.72140115832283,28.129121817334987,3.57859921888914,33.5,82.0,76.6,79.2341463414634,1.14447285147721,1.0,6.288,84.235,292114.5974025974,897636.4742647059,11808.606493506493,77.0,136.0,77.0,22492824.0,122078560.5,909262.7,3005744.0,19132471.0,9636164.0,9496308.0,16060093.0,6.0,1.0,0.0,2150.0,2150.0,535000.0,0.0
Australia,2001,22.1523263999819,379629301675.108,2.02510553454593,19695.7297379144,22.0663780990158,4.40713536201469,44.2187044989977,51.6,66.973,60.582,60.579,61.705,61.692,61.154,3.36,3.26,3.47,10.65,10.04,11.22,6.451,6.982,6.747,12.282,14.576,13.476,-2.1038782912626,28.129121817334987,2.82305214676613,33.5,82.4,77.0,79.6341463414634,1.28396809127349,1.0,6.747,84.1,291522.641025641,810164.8382352941,11810.964102564101,78.0,136.0,78.0,22738766.0,110182418.0,921255.2,3063632.0,19365433.0,9755109.0,9610324.0,16204901.0,7.0,6.0,58.0,8550.0,8608.0,321600.0,0.0
Australia,2002,20.7266612553969,395788696012.059,3.97958568067362,20301.8431713256,20.7224309468224,2.98157453936348,41.4490922022193,51.938,67.223,60.224,60.22,61.804,61.793,61.029,3.46,3.42,3.52,9.96,8.46,11.33,6.173,6.535,6.375,11.725,13.775,12.794,-4.04312576822906,28.129121817334987,3.70306730541189,33.5,82.6,77.4,79.9365853658537,1.1375387361946,1.0,6.375,84.222,285552.0256410256,863952.6757352941,11716.157692307694,78.0,136.0,78.0,22273058.0,117497563.9,913860.3,3072827.0,19595355.0,9869897.0,9725459.0,16402364.000000002,3.0,2.0,4.0,120.0,373.0,2050000.0,0.0
Australia,2003,19.0572127285496,467739079790.332,3.09076190489348,23718.1338501868,21.1443541839952,2.73259596616786,40.2015669125448,52.661,67.44,61.223,61.222,62.407,62.398,61.826,3.6,3.34,3.84,9.58,8.76,10.37,5.984,5.891,5.933,11.281,12.596,11.962,-6.26582917008026,28.129121817334987,1.92099536209977,33.5,82.8,77.8,80.2390243902439,1.15019273319182,1.0,5.933,84.343,274104.9871794872,726142.3800735294,11634.161538461538,78.0,136.0,78.0,21380189.0,98755363.69,907464.6,3084036.0,19819454.0,9981197.0,9838257.0,16612936.000000002,10.0,6.0,150.0,5010.0,5190.0,470000.0,0.0
Australia,2004,17.1624682179729,614659980082.515,4.22428481359962,30836.7306824685,19.8471453750713,2.34325522482583,37.0096135930442,52.682,67.839,61.568,61.565,62.752,62.742,62.172,3.25,3.12,3.37,8.68,7.73,9.57,5.544,5.283,5.399,10.865,11.833,11.366,-6.71703905379547,28.129121817334987,6.98071685334312,33.1,83.0,78.1,80.490243902439,1.06919812205752,0.7,5.399,84.463,309767.9743589744,910059.3459558823,11880.633333333333,78.0,136.0,78.0,24161902.0,123768071.05,926689.4,3099437.0,20046677.0,10093829.0,9952848.0,16848992.0,6.0,6.0,0.0,4265.0,4265.0,112500.0,0.0
Australia,2005,18.224372786193,695692898676.56,3.15416753184221,34479.7679298388,20.9363741866049,2.69183168316832,39.1607469727979,54.067,68.671,62.372,62.371,64.181,64.175,63.295,3.02,2.99,3.06,8.77,8.26,9.23,5.225,4.882,5.036,10.341,10.877,10.619,-6.23018337430444,28.129121817334987,-3.60692792508377,33.675,83.3,78.5,80.8414634146341,1.21729073052406,0.7,5.036,84.582,315303.6666666667,879877.1251470587,12152.728205128204,78.0,136.0,78.0,24593686.0,119663289.02,947912.7999999999,3120469.0,20294490.0,10216137.0,10078353.0,17118434.0,4.0,16.0,20.0,4400.0,4420.0,140000.0,0.0
Australia,2006,19.8535392187758,748417562769.636,2.75534610557227,36595.7071548423,21.7059079518,3.55528773727026,41.5594471705758,54.745,68.953,62.905,62.903,64.476,64.467,63.708,2.31,2.47,2.14,7.99,7.29,8.62,4.926,4.669,4.785,9.47,10.539,10.026,-6.18497324085113,28.129121817334987,4.08209296205439,34.25,83.5,78.7,81.0414634146342,1.34945083098893,0.7,4.785,84.7,302895.16883116885,912761.8601481481,12249.415384615384,77.0,135.0,78.0,23322928.0,123222851.12,955454.4,3147693.0,20590559.0,10361254.0,10229306.0,17425913.0,6.0,4.0,30.0,3100.0,10271.0,1282354.0,0.0
Australia,2007,20.1835039296691,855007458585.224,3.77332171303566,41051.6120652288,21.8245161029657,2.32761128891476,42.0080200326348,55.349,69.675,63.246,63.244,64.994,64.986,64.141,2.37,2.67,2.07,9.24,9.05,9.42,4.793,4.042,4.381,9.245,9.466,9.36,-7.56503658273096,28.129121817334987,5.19771793687634,34.825,83.7,79.0,81.2926829268293,1.82499679529254,0.7,4.381,84.822,285211.48051948054,710819.7255555555,12643.220512820513,77.0,135.0,78.0,21961284.0,95960662.95,986171.2000000001,3179302.0,20954549.0,10537637.0,10416912.0,17767362.0,2.0,11.0,0.0,5730.0,5820.0,1400000.0,0.0
Australia,2008,20.1488773165122,1056112427190.38,3.58626695226046,49701.2817843335,22.6978990852209,4.35029854990048,42.8467764017331,55.917,69.821,63.496,63.496,65.484,65.478,64.516,2.47,2.54,2.39,9.56,9.23,9.88,4.583,3.96,4.242,8.6,9.009,8.814,-4.88206185813593,28.129121817334987,4.2770159784301,35.4,83.7,79.2,81.3951219512195,2.00391140524272,0.7,4.242,84.943,311030.6103896104,746566.3814074073,12518.920512820514,77.0,135.0,78.0,23949357.0,100786461.49,976475.8,3213567.0,21370589.0,10738038.0,10632551.0,18128926.0,5.0,8.0,0.0,20400.0,20400.0,2515000.0,0.0
Australia,2009,23.0109850559796,928762122698.05,1.89255581922549,42816.5674002829,22.7298779728897,1.77111716621254,45.7408630288694,55.611,68.248,60.719,60.719,61.628,61.62,61.186,3.65,3.31,4.02,9.23,7.69,10.53,5.41,5.694,5.565,10.351,12.471,11.461,-5.23144486271866,28.129121817334987,3.11521892910031,35.05,83.9,79.3,81.5439024390244,2.06083316277243,0.5,5.565,85.063,327719.0779220779,810138.9198518519,12370.971794871795,77.0,135.0,78.0,25234369.0,109368754.18,964935.8,3247226.0,21783011.0,10938977.0,10844034.0,18491814.0,6.0,535.0,2500.0,34054.0,36554.0,1510000.0,0.0
Australia,2010,19.7962619659869,1148838233480.72,2.21998026536549,52144.6654705468,20.7253270281418,2.91834002677376,40.5215889941287,55.519,68.765,59.715,59.714,61.301,61.292,60.529,3.02,2.96,3.09,9.07,8.71,9.37,5.381,5.075,5.214,11.125,11.935,11.548,-4.00506862277956,28.129121817334987,3.0948394339821,34.7,84.0,79.5,81.6951219512195,1.55570626204128,0.3,5.214,85.182,327626.97402597405,812699.7041044775,12167.298717948719,77.0,134.0,78.0,25227277.0,108901760.35,949049.3,3277772.0,22141580.0,11118504.0,11023077.0,18842292.0,7.0,36.0,0.0,186000.0,186000.0,10129000.0,1100.0
Australia,2011,21.4372472346938,1398610616772.97,2.40708018291988,62605.600458306,20.4138847943582,3.3038501560874,41.851132029052,55.803,68.717,60.195,60.193,60.584,60.571,60.394,3.16,3.43,2.87,8.61,8.93,8.37,5.308,4.896,5.083,10.78,11.921,11.37,-3.26400930085158,28.129121817334987,4.68881515477357,34.625,84.2,79.7,81.8951219512195,1.38952731561803,0.35,5.083,85.3,317183.3896103896,835828.0202985074,11561.547435897435,77.0,134.0,78.0,24423121.0,112000954.72,901800.7,3304468.0,22479775.0,11290534.0,11189241.0,19175331.0,3.0,1.0,0.0,7637.0,7637.0,2554000.0,0.0
Australia,2012,21.4931586992533,1547532281116.4,3.91670942454073,68072.8732340801,21.6711378002023,1.76278015613196,43.1642964994556,55.698,68.123,59.462,59.461,59.738,59.732,59.603,3.03,3.41,2.67,9.24,9.49,9.0,5.328,5.138,5.225,10.955,12.449,11.728,-4.44404469042498,28.129121817334987,3.72019933653419,34.55,84.3,79.9,82.0463414634146,1.74582000067359,0.4,5.225,85.402,326796.36363636365,890025.2300746269,12050.460256410257,77.0,134.0,78.0,25163320.0,119263380.83,939935.9,3331639.0,22852644.0,11480021.0,11372623.0,19490210.0,2.0,4.0,0.0,16000.0,16000.0,588000.0,0.0
Australia,2013,19.9765688678184,1577123329410.88,2.60219339436559,68190.7010035651,21.2963101496093,2.4498886414254,41.2728790174276,55.443,67.392,58.734,58.734,58.586,58.58,58.658,3.42,3.26,3.53,8.63,8.03,9.01,5.611,5.706,5.663,11.355,13.032,12.22,-3.25799888383102,28.129121817334987,3.45392766613526,34.475,84.3,80.1,82.1487804878049,1.721151439989,0.45,5.663,85.502,318546.75324675324,850787.1086567164,12825.878205128205,77.0,134.0,78.0,24528100.0,114005472.56,1000418.5,3356405.0,23236270.0,11677822.0,11558449.0,19794324.0,3.0,9.0,0.0,8940.0,8940.0,2366000.0,0.0
Australia,2014,21.0876033946651,1468265356427.76,2.59528411594042,62544.0873773726,21.3964196324343,2.48792270531404,42.4840230270994,55.079,66.778,57.977,57.977,57.441,57.439,57.703,3.73,3.73,3.92,9.82,10.0,9.71,6.174,5.997,6.078,12.47,14.107,13.311,-3.09266163288854,28.129121817334987,4.3047066438758,34.4,84.4,80.3,82.3,1.49156648912847,0.5,6.078,85.602,305976.67532467534,890736.1579850747,12332.315384615384,77.0,134.0,78.0,23560204.0,119358645.17,961920.6,3379903.0,23595600.0,11867692.0,11727908.0,20094765.0,4.0,141.0,32.0,52527.0,52829.0,1125000.0,0.0
Australia,2015,20.0661262864303,1351296372254.31,2.19016928695221,56739.0265346593,21.5978056416682,1.50836672165921,41.6639319280984,55.559,66.878,58.759,58.759,58.149,58.146,58.447,3.55,3.63,3.49,10.54,10.34,10.58,6.074,6.039,6.055,11.913,14.235,13.11,-4.31257611103591,28.129121817334987,3.47020901785018,34.05,84.5,80.4,82.4,1.43921665259925,0.5,6.055,85.701,311756.0,883896.643955224,12867.923076923076,77.0,134.0,78.0,24005212.0,118442150.29,1003698.0,3403025.0,23948002.0,12055514.0,11892488.0,20396531.0,8.0,16.0,164.0,2116.0,8781.0,2732000.0,0.0
Australia,2016,19.2787442533207,1206836962281.84,2.7593859723839,49888.0410842736,21.6953352224542,1.27699094497324,40.974079475775,55.948,66.703,58.795,58.793,57.915,57.912,58.345,3.46,3.58,3.3,10.08,9.91,9.92,5.781,5.651,5.711,11.398,13.815,12.642,-3.61631218807461,28.129121817334987,3.56056595221134,33.7,84.6,80.4,82.4487804878049,1.56194049810399,0.5,5.711,85.8,298005.2727272727,894621.3763432836,12956.353846153846,77.0,134.0,78.0,22946406.0,119879264.42999999,1010595.6,3425805.0,24329963.0,12255924.0,12074040.0,20700043.0,4.0,8.0,2016.0,280.0,2836.0,635000.0,0.0
Australia,2017,21.2566174818153,1325582658156.54,2.27959179820343,53901.7145392154,20.9471141947652,1.94864740944527,42.2037316765804,56.483,66.88,58.745,58.743,58.212,58.212,58.472,3.31,3.36,3.25,10.19,9.55,10.7,5.669,5.525,5.592,11.466,13.648,12.592,-3.00161155039194,28.129121817334987,3.63608951454838,34.0,84.6,80.5,82.5,1.64682779735017,0.5,5.592,85.904,334331.7662337662,1047718.6734328358,12996.291025641025,77.0,134.0,78.0,25743546.0,140394302.24,1013710.7,3446638.0,24731038.0,12460053.0,12270986.0,21003923.0,3.0,12.0,2.0,51027.0,51143.0,3210000.0,0.0
Australia,2018,21.8940905352475,1427809041019.44,2.87846971467883,57196.4220783778,21.8419745445958,1.91140094445691,43.7360650798433,57.303,67.32,60.332,60.096,59.4,59.074,59.854,3.474,3.641,3.28,9.826,9.697,9.93,5.32,5.282,5.3,10.675,12.834,11.787,-2.56116066582786,28.129121817334987,4.25033304779982,34.3,84.9,80.7,82.7487804878049,1.49599671041328,0.5,5.3,86.012,312967.16883116885,895533.0442537314,12868.334615384616,77.0,134.0,78.0,24098472.0,120001427.93,1003730.1,3465207.0,25119706.0,12654146.0,12465559.0,21307040.0,2.0,0.0,0.0,600.0,600.0,1211400.0,0.0
Australia,2019,24.1596779983146,1392723834562.64,2.17154505737176,54972.7017885437,22.0278238953145,1.61076787290379,46.1875018936291,57.846,67.52,60.752,60.394,59.499,59.513,60.108,3.267,3.354,3.168,9.852,9.185,10.372,5.106,5.205,5.159,10.61,12.834,11.756,-0.0207105142276052,28.129121817334987,2.78196787472132,34.3,85.0,80.9,82.9,1.47749071058438,0.5,5.159,86.124,283190.93506493507,800841.057164179,12981.344871794872,77.0,134.0,78.0,21805702.0,107312701.66,1012544.9,3481222.0,25482714.0,12836801.0,12645913.0,21607414.0,3.0,35.0,24.0,12459.0,19410.0,4000000.0,0.0
Australia,2020,24.0267391579698,1328414058378.38,-0.119590735829973,51791.540179984,20.6377169074661,0.846905537459305,44.6644560654359,56.383,65.564,57.783,57.175,55.906,55.395,56.817,4.448,4.411,4.491,10.905,10.673,11.087,6.349,6.551,6.456,13.144,15.241,14.219,1.87433748291951,28.129121817334987,1.35325605506287,34.3,85.3,81.2,83.2,1.23342825131378,0.5,6.456,86.241,270798.67532467534,748665.3223880597,13056.214102564103,77.0,134.0,78.0,20851498.0,100321153.2,1018384.7000000001,3494472.0,25743791.0,12970037.0,12773754.0,21903705.0,3.0,1.0,0.0,0.0,0.0,3900000.0,0.0
Australia,2021,22.0566759771447,1556735770437.26,2.11116814768786,60607.7788605166,18.2458042920249,2.86391042204994,40.3024802691697,58.202,67.119,62.245,62.404,59.557,59.36,60.86,3.324,3.258,3.399,9.674,9.151,10.106,5.012,5.209,5.116,9.817,12.611,11.248,2.61066078948374,28.129121817334987,2.0246819461122,34.3,85.4,81.3,83.3,0.14089508329287,0.5,5.116,86.362,341311.75324675324,998117.3008208956,13054.339743589744,77.0,134.0,78.0,26281005.0,133747718.31,1018238.5,3504916.0,25956418.0,13077055.0,12879362.0,22195539.0,7.0,7.0,0.0,28475.0,28718.0,3335000.0,0.0
Australia,2022,25.5315880289865,1690858246994.43,4.24238555336139,64997.0136536475,20.2901822017406,6.59409671341846,45.8217702307271,60.026,68.539,67.085,66.946,63.996,63.889,65.495,2.278,2.371,2.171,7.71,7.387,7.978,3.672,3.779,3.728,7.544,9.344,8.459,0.337521409077969,28.129121817334987,4.16149504206489,34.3,85.3,81.2,83.2,1.27269881377618,0.5,3.728,86.488,336327.4810126582,1022724.0697794117,13155.9525,79.0,136.0,80.0,26569871.0,139090473.48999998,1052476.2,3512683.0,26200984.0,13200513.0,13000471.0,22483604.0,5.0,31.0,12.0,247200.0,247212.0,8446000.0,0.0
